chr	cM_pos
10	21.8
10	22.0
10	22.2
10	22.4
10	22.6
10	22.8
10	23.0
10	23.2
10	23.4
10	23.6
10	23.8
10	24.0
10	24.2
10	24.4
10	24.6
10	24.8
10	25.0
10	25.2
10	25.4
10	25.6
10	25.8
10	26.0
10	26.2
10	26.4
10	26.6
10	26.8
10	27.0
10	27.2
10	27.4
10	27.6
10	27.8
10	28.0
10	28.2
10	28.4
10	28.6
10	28.8
10	29.0
10	29.2
10	29.4
10	29.6
10	29.8
10	30.0
10	30.2
10	30.4
10	30.6
10	30.8
10	31.0
10	31.2
10	31.4
10	31.6
10	31.8
10	32.0
10	32.2
10	32.4
10	32.6
10	32.8
10	33.0
10	33.2
10	33.4
10	33.6
10	33.8
10	34.0
10	34.2
10	34.4
10	34.6
10	34.8
10	35.0
10	35.2
10	35.4
10	35.6
10	35.8
10	36.0
10	36.2
10	36.4
10	36.6
10	36.8
10	37.0
10	37.2
10	37.4
10	37.6
10	37.8
10	38.0
10	38.2
10	38.4
10	38.6
10	38.8
10	39.0
10	39.2
10	39.4
10	39.6
10	39.8
10	40.0
10	40.2
10	40.4
10	40.6
10	40.8
10	41.0
10	41.2
10	41.4
10	41.6
10	41.8
10	42.0
10	42.2
10	42.4
10	42.6
10	42.8
10	43.0
10	43.2
10	43.4
10	43.6
10	43.8
10	44.0
10	44.2
10	44.4
10	44.6
10	44.8
10	45.0
10	45.2
10	45.4
10	45.6
10	45.8
10	46.0
10	46.2
10	46.4
10	46.6
10	46.8
10	47.0
10	47.2
10	47.4
10	47.6
10	47.8
10	48.0
10	48.2
10	48.4
10	48.6
10	48.8
10	49.0
10	49.2
10	49.4
10	49.6
10	49.8
10	50.0
10	50.2
10	50.4
10	50.6
10	50.8
10	51.0
10	51.2
10	51.4
10	51.6
10	51.8
10	52.0
10	52.2
10	52.4
10	52.6
10	52.8
10	53.0
10	53.2
10	53.4
10	53.6
10	53.8
10	54.0
10	54.2
10	54.4
10	54.6
10	54.8
10	55.0
10	55.2
10	55.4
10	55.6
10	55.8
10	56.0
10	56.2
10	56.4
10	56.6
10	56.8
10	57.0
10	57.2
10	57.4
10	57.6
10	57.8
10	58.0
10	58.2
10	58.4
10	58.6
10	58.8
10	59.0
10	59.2
10	59.4
10	59.6
10	59.8
10	60.0
10	60.2
10	60.4
10	60.6
10	60.8
10	61.0
10	61.2
10	61.4
10	61.6
10	61.8
10	62.0
10	62.2
10	62.4
10	62.6
10	62.8
10	63.0
10	63.2
10	63.4
10	63.6
10	63.8
10	64.0
10	64.2
10	64.4
10	64.6
10	64.8
10	65.0
10	65.2
10	65.4
10	65.6
10	65.8
10	66.0
10	66.2
10	66.4
10	66.6
10	66.8
10	67.0
10	67.2
10	67.4
10	67.6
10	67.8
10	68.0
10	68.2
10	68.4
10	68.6
10	68.8
10	69.0
10	69.2
10	69.4
10	69.6
10	69.8
10	70.0
10	70.2
10	70.4
10	70.6
10	70.8
10	71.0
10	71.2
10	71.4
10	71.6
10	71.8
10	72.0
10	72.2
10	72.4
10	72.6
10	72.8
10	73.0
10	73.2
10	73.4
10	73.6
10	73.8
10	74.0
10	74.2
10	74.4
10	74.6
10	74.8
10	75.0
10	75.2
10	75.4
10	75.6
10	75.8
10	76.0
10	76.2
10	76.4
10	76.6
10	76.8
10	77.0
10	77.2
10	77.4
10	77.6
10	77.8
10	78.0
10	78.2
10	78.4
10	78.6
10	78.8
10	79.0
10	79.2
10	79.4
10	79.6
10	79.8
10	80.0
10	80.2
10	80.4
10	80.6
10	80.8
10	81.0
10	81.2
10	81.4
10	81.6
10	81.8
10	82.0
10	82.2
10	82.4
10	82.6
10	82.8
10	83.0
10	83.2
10	83.4
10	83.6
10	83.8
10	84.0
10	84.2
10	84.4
10	84.6
10	84.8
10	85.0
10	85.2
10	85.4
10	85.6
10	85.8
10	86.0
10	86.2
10	86.4
10	86.6
10	86.8
10	87.0
10	87.2
10	87.4
10	87.6
10	87.8
10	88.0
10	88.2
10	88.4
10	88.6
10	88.8
10	89.0
10	89.2
10	89.4
10	89.6
10	89.8
10	90.0
10	90.2
10	90.4
10	90.6
10	90.8
10	91.0
10	91.2
10	91.4
10	91.6
10	91.8
10	92.0
10	92.2
10	92.4
10	92.6
10	92.8
10	93.0
10	93.2
10	93.4
10	93.6
10	93.8
10	94.0
10	94.2
10	94.4
10	94.6
10	94.8
10	95.0
10	95.2
10	95.4
10	95.6
10	95.8
10	96.0
10	96.2
10	96.4
10	96.6
10	96.8
10	97.0
10	97.2
10	97.4
10	97.6
10	97.8
10	98.0
10	98.2
10	98.4
10	98.6
10	98.8
10	99.0
10	99.2
10	99.4
10	99.6
10	99.8
10	100.0
10	100.2
10	100.4
10	100.6
10	100.8
10	101.0
10	101.2
10	101.4
10	101.6
10	101.8
10	102.0
10	102.2
10	102.4
10	102.6
10	102.8
10	103.0
10	103.2
10	103.4
10	103.6
10	103.8
10	104.0
10	104.2
10	104.4
10	104.6
10	104.8
10	105.0
10	105.2
10	105.4
10	105.6
10	105.8
10	106.0
10	106.2
10	106.4
10	106.6
